mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_resnet34-2
mps-uncap,0.1,0.6589889526367188,0.9818315505981485,0.09479522705078128
mps-uncap,0.2,1.7165184020996098,7.633328437805176,4.3524503707885716
mps-uncap,0.3,1.8610239028930688,4.4876813888549805,6.790423393249512
mps-uncap,0.4,2.339625358581543,5.234193801879882,5.050706863403321
mps-uncap,0.5,3.4963607788085977,6.584882736206055,6.3203334808349645
mps-uncap,0.6,4.774880409240724,7.233905792236327,6.055760383605954
mps-uncap,0.7,6.400704383850098,10.831832885742188,7.081413269042979
mps-uncap,0.8,11.460304260253906,20.138144493103027,8.894658088684082
mps-uncap,0.9,28.22244167327881,81.70914649963379,16.887426376342773
mps-uncap,1.0,878.2135248184203,1082.4225664138796,766.3105726242065
mps-uncap,1.1,9666.512632369995,10087.358474731445,11318.88461112976
mps-uncap,1.2,17761.988973617554,19714.799976348877,16956.57367706299
mps-uncap,1.3,24885.940861701965,26075.059938430786,23152.058124542236
mps-uncap,1.4,31067.93785095215,31072.61950969696,30937.199020385746
mps-uncap,1.5,35782.05051422119,36346.49424552918,35048.625469207764
ts,0.1,1.3452768325805664,2.9688835144042973,1.9252300262451172
ts,0.2,1.3742446899414062,4.775142669677733,5.709671974182131
ts,0.3,2.0865440368652335,6.162381172180176,6.006050109863283
ts,0.4,3.183078765869141,7.3528289794921875,8.249950408935547
ts,0.5,5.203723907470703,9.05311107635498,6.662368774414073
ts,0.6,10.929179191589355,9.901809692382809,7.070350646972657
ts,0.7,34.50145721435548,13.968896865844727,8.906841278076172
ts,0.8,1027.7992248535156,25.295925140380884,12.236976623535162
ts,0.9,22112.127542495728,42.5090551376343,25.844955444335938
ts,1.0,39949.44787025452,84.20770168304446,64.01352882385255
ts,1.1,52724.888920784,1821.2375164031982,1243.6058521270752
ts,1.2,57625.31189918519,9673.837184906006,7858.7062835693405
ts,1.3,62557.99956321716,18201.256608963013,17911.8914604187
ts,1.4,65502.55961418152,24138.79096508026,23222.32186794281
ts,1.5,68009.82856750488,30048.81658554077,28730.822801589966
mig,0.1,1.473045349121094,3.540325164794922,0.10104179382324217
mig,0.2,3.5407066345214844,5.258607864379885,3.0428171157836923
mig,0.3,4.828119277954106,5.7964324951171875,6.755590438842773
mig,0.4,64.72387313842773,9.063768386840822,3.232908248901368
mig,0.5,14.796733856201172,10.923624038696289,6.989717483520508
mig,0.6,42.58146286010743,15.30301570892334,3.830146789550782
mig,0.7,814.0234947204591,23.111820220947266,6.354379653930667
mig,0.8,14045.650386810303,53.06272506713876,6.185102462768556
mig,0.9,24880.444049835205,105.6058406829834,6.86798095703125
mig,1.0,34149.69625473023,8811.063718795776,7.793617248535157
mig,1.1,40226.58085823059,16518.965244293213,9.427976608276369
mig,1.2,46993.42203140259,25179.107761383064,13.48683834075928
mig,1.3,50218.277502059944,29720.073461532593,16.91255569458009
mig,1.4,55104.953956604004,35038.465547561646,25.36177635192871
mig,1.5,59249.79639053345,40624.176788330085,35.69200038909913
