mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_resnet34-2
mps-uncap,0.1,3.708362579345703,9.15372371673584,4.375934600830078
mps-uncap,0.2,2.965211868286133,9.664535522460938,7.746458053588867
mps-uncap,0.3,2.5806427001953125,5.133271217346191,7.6160430908203125
mps-uncap,0.4,2.7132034301757812,5.316734313964844,5.782127380371094
mps-uncap,0.5,2.8829574584960938,5.574226379394531,6.109476089477539
mps-uncap,0.6,3.255605697631836,5.365848541259766,5.186676979064941
mps-uncap,0.7,3.9685964584350586,6.869077682495117,5.583763122558594
mps-uncap,0.8,5.175113677978516,8.531332015991211,5.861997604370117
mps-uncap,0.9,7.82465934753418,12.938737869262695,8.272171020507812
mps-uncap,1.0,66.03479385375977,171.9527244567871,470.3822135925293
mps-uncap,1.1,6008.603572845459,6092.296361923218,6596.432209014893
mps-uncap,1.2,10344.121932983398,11271.673440933228,9282.916069030762
mps-uncap,1.3,14500.794649124146,15114.002227783203,12809.041738510132
mps-uncap,1.4,17943.93491744995,17602.410435676575,17163.780689239502
mps-uncap,1.5,20438.6385679245,20847.382068634033,19261.20686531067
ts,0.1,3.751397132873535,9.113669395446777,7.770299911499023
ts,0.2,2.5157928466796875,7.015347480773926,7.702469825744629
ts,0.3,2.5119781494140625,6.852626800537109,7.353305816650391
ts,0.4,2.5005340576171875,7.129192352294922,7.702350616455078
ts,0.5,3.4284591674804688,7.187962532043457,6.017923355102539
ts,0.6,5.162477493286133,7.027864456176758,6.015539169311523
ts,0.7,10.570526123046875,8.265852928161621,6.470441818237305
ts,0.8,442.3595666885376,10.68735122680664,7.393360137939453
ts,0.9,13019.751071929932,15.039324760437012,11.130928993225098
ts,1.0,23093.807697296143,25.96449851989746,23.558735847473145
ts,1.1,29532.926321029663,1459.2628479003906,697.5753307342529
ts,1.2,32135.807752609253,5725.6178855896,4241.350889205933
ts,1.3,35141.20531082153,10817.349910736084,10007.146835327148
ts,1.4,36490.90766906738,14040.347456932068,12977.810382843018
ts,1.5,37913.46883773804,17377.943754196167,16059.828519821167
mig,0.1,4.671692848205566,9.903430938720703,4.560708999633789
mig,0.2,4.375219345092773,7.216691970825195,4.684329032897949
mig,0.3,4.413127899169922,6.477832794189453,7.537364959716797
mig,0.4,22.902965545654297,8.343219757080078,4.384040832519531
mig,0.5,7.635831832885742,7.730245590209961,6.072521209716797
mig,0.6,13.828516006469727,9.607315063476562,4.244565963745117
mig,0.7,690.666913986206,12.035608291625977,5.25355339050293
mig,0.8,8284.458637237549,18.448352813720703,4.724979400634766
mig,0.9,14400.801420211792,38.65373134613037,4.7397613525390625
mig,1.0,19182.33036994934,5137.961626052856,5.360841751098633
mig,1.1,22792.641043663025,9495.066404342651,5.873560905456543
mig,1.2,26576.271057128906,14507.56323337555,7.07399845123291
mig,1.3,28190.566301345825,17084.710478782654,8.060216903686523
mig,1.4,30967.25344657898,19728.55806350708,10.266780853271484
mig,1.5,33310.11962890625,22797.881603240967,12.962818145751953
