mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_mobilenet_v3_small-2,3_resnet34-32
mps-uncap,1.0,12.166500091552734,12.002944946289062,10.653972625732422,15.122175216674805
