mode,load,0_densenet169-2,1_efficientnet_b6-8,2_resnet34-8
mps-uncap,0.8,17.155170440673828,19.690513610839844,6.9370269775390625
mps-uncap,0.9,18.3413028717041,18.18108558654785,7.788658142089844
mps-uncap,1.0,16.57271385192871,19.739627838134766,7.638692855834961
mps-uncap,0.5,23.45418930053711,24.224281311035156,7.330179214477539
mps-uncap,0.6,19.356966018676758,19.143104553222656,6.942033767700195
mps-uncap,0.7,18.63694190979004,18.636703491210938,6.906747817993164
mps-uncap,0.1,27.601957321166992,28.593778610229492,6.875276565551758
mps-uncap,0.2,28.863906860351562,28.65433692932129,6.911993026733398
mps-uncap,0.3,32.83405303955078,27.311325073242188,6.791830062866211
mps-uncap,0.4,24.50847625732422,27.59385108947754,7.016658782958984
