mode,load,0_densenet169-2,1_efficientnet_b6-8,2_resnet34-8
mps-uncap,0.8,75.15684127807614,97.12601900100708,40.607733726501465
mps-uncap,0.9,202.49958515167242,133.8399076461792,75.07322311401364
mps-uncap,1.0,181.31971359252938,2306.461915969848,164.5106506347656
mps-uncap,0.5,30.62288045883179,36.873698234558105,11.581718921661379
mps-uncap,0.6,38.71989965438845,42.11864948272714,13.53455781936641
mps-uncap,0.7,41.71888589859003,77.9209685325623,22.473640441894556
mps-uncap,0.1,21.94162368774414,24.743199348449693,4.612774848937994
mps-uncap,0.2,28.877291679382346,25.07261037826537,6.536819934844978
mps-uncap,0.3,28.668355941772504,25.531973838806124,7.735605239868152
mps-uncap,0.4,30.778360366821275,29.84724044799803,9.218273162841797
