mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2
mig,0.1,14.994239807128936,17.054715156555122
mig,0.2,20.891466140747077,20.21817207336426
mig,0.3,19.50548648834228,18.447589874267578
mig,0.4,16.83337211608887,18.062279224395766
mig,0.5,16.099140644073454,15.360832214355469
mig,0.6,15.580024719238281,15.112688541412354
mig,0.7,20.02633810043335,21.180679798126224
mig,0.8,32.03127861022938,27.518985271453854
mig,0.9,49.91563796997075,73.9981174468995
mig,1.0,232.59331703186035,351.26066207885737
