mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2
mig,0.1,9.912967681884766,10.957193374633789
mig,0.2,13.187217712402344,12.941265106201172
mig,0.3,11.559343338012694,11.425209045410156
mig,0.4,9.843587875366211,10.341691970825195
mig,0.5,8.307576179504393,8.33749771118164
mig,0.6,8.634185791015623,8.869719505310059
mig,0.7,11.259317398071289,11.49897575378418
mig,0.8,14.524030685424806,16.912746429443363
mig,0.9,26.79233551025394,36.428117752075195
mig,1.0,166.84837341308594,274.263858795166
