mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2
mig,0.1,17.776966094970703,17.601490020751953
mig,0.2,25.746822357177734,31.599760055541992
mig,0.3,23.920774459838867,24.638891220092773
mig,0.4,24.20496940612793,21.335363388061523
mig,0.5,27.2367000579834,23.211956024169922
mig,0.6,26.269912719726562,22.565841674804688
mig,0.7,25.15554428100586,44.78120803833008
mig,0.8,51.9862174987793,39.03555870056152
mig,0.9,74.14102554321289,97.76496887207031
mig,1.0,257.91311264038086,376.67012214660645
