mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2
mig,0.1,2.713918685913086,2.732992172241211
mig,0.2,2.7489662170410156,2.740144729614258
mig,0.3,2.718210220336914,2.7036666870117188
mig,0.4,2.713441848754883,2.7031898498535156
mig,0.5,2.6786327362060547,2.6612281799316406
mig,0.6,2.6826858520507812,2.6552677154541016
mig,0.7,2.7174949645996094,2.7348995208740234
mig,0.8,2.6950836181640625,2.7174949645996094
mig,0.9,2.6950836181640625,2.704143524169922
mig,1.0,2.7098655700683594,2.715587615966797
