mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2
mig,0.1,24.378061294555664,22.114992141723633
mig,0.2,30.853748321533203,36.1628532409668
mig,0.3,28.36155891418457,29.21748161315918
mig,0.4,28.846263885498047,24.663209915161133
mig,0.5,30.01713752746582,25.919437408447266
mig,0.6,29.015541076660156,25.46548843383789
mig,0.7,27.932405471801758,47.5611686706543
mig,0.8,54.77476119995117,41.81814193725586
mig,0.9,76.94721221923828,100.56757926940918
mig,1.0,260.7536315917969,379.52733039855957
