mode,load,0_mobilenet_v3_large-2,1_mobilenet_v3_large-2
mig,0.1,2.763986587524414,2.776622772216797
mig,0.2,2.8107166290283203,2.7616024017333984
mig,0.3,2.773284912109375,2.7370452880859375
mig,0.4,2.7735233306884766,2.7451515197753906
mig,0.5,2.714395523071289,2.702474594116211
mig,0.6,2.733945846557617,2.700328826904297
mig,0.7,2.7523040771484375,2.7768611907958984
mig,0.8,2.7353763580322266,2.7570724487304688
mig,0.9,2.7458667755126953,2.754688262939453
mig,1.0,2.7704238891601562,2.7561187744140625
