mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32
mig,0.1,125.96070766448975,124.82757568359378
mig,0.2,145.36607265472412,179.40657138824463
mig,0.3,185.45291423797607,217.9865837097168
mig,0.4,215.96083641052246,292.01021194458013
mig,0.5,322.46029376983654,312.3766422271729
mig,0.6,335.29460430145264,376.7420291900634
mig,0.7,463.12642097473145,672.5078105926514
mig,0.8,1147.8602886199953,1396.018147468567
mig,0.9,2544.6280956268315,3823.817491531372
mig,1.0,5266.853070259096,5757.292366027832
