mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32
mig,0.1,188.54802846908552,196.06606483459475
mig,0.2,208.09899568557728,258.54057073593134
mig,0.3,261.84265613555914,342.6743268966673
mig,0.4,307.2976016998291,503.19412708282493
mig,0.5,482.91558504104563,447.47981071472185
mig,0.6,562.8505492210388,574.1254663467407
mig,0.7,623.4685182571411,948.0128288269043
mig,0.8,1522.391786575317,1658.8605046272278
mig,0.9,3385.4034686088557,4239.087362289427
mig,1.0,6201.023032665254,6219.8665380477905
