mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32
mig,0.1,135.8039379119873,168.86019706726074
mig,0.2,105.2546501159668,126.06143951416016
mig,0.3,96.74668312072754,114.48812484741211
mig,0.4,97.78094291687012,113.77954483032227
mig,0.5,97.95928001403809,114.86625671386719
mig,0.6,99.13492202758789,115.13280868530273
mig,0.7,102.52165794372559,118.95084381103516
mig,0.8,99.91216659545898,116.46413803100586
mig,0.9,101.4413833618164,118.4229850769043
mig,1.0,101.62687301635742,119.39477920532227
