mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32
mig,0.1,93.80722045898438,109.74717140197754
mig,0.2,91.91131591796875,109.79771614074707
mig,0.3,93.29056739807129,109.81249809265137
mig,0.4,93.59192848205566,109.76219177246094
mig,0.5,93.79458427429199,109.82608795166016
mig,0.6,92.43345260620117,109.66062545776367
mig,0.7,93.51420402526855,109.96103286743164
mig,0.8,94.01082992553711,110.13650894165039
mig,0.9,94.19679641723633,110.35013198852539
mig,1.0,95.11017799377441,111.81163787841797
