mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32
mig,0.1,0.017404556274414062,0.015974044799804688
mig,0.2,0.012874603271484375,0.015974044799804688
mig,0.3,0.015497207641601562,0.012159347534179688
mig,0.4,0.013589859008789062,0.0152587890625
mig,0.5,0.012636184692382812,0.0133514404296875
mig,0.6,0.011920928955078125,0.0152587890625
mig,0.7,0.012636184692382812,0.014781951904296875
mig,0.8,0.012874603271484375,0.0152587890625
mig,0.9,0.015020370483398438,0.0171661376953125
mig,1.0,0.01621246337890625,0.01621246337890625
