mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32
mig,0.1,94.55513954162582,85.81435203552249
mig,0.2,114.31005716323838,148.33186626434323
mig,0.3,165.40211439132693,232.46297836303694
mig,0.4,213.3347034454346,392.50930786132835
mig,0.5,388.5465383529658,337.00995922088646
mig,0.6,467.5362825393677,463.3056688308717
mig,0.7,528.9052724838257,835.6454372406006
mig,0.8,1425.9967207908626,1546.940565109253
mig,0.9,3288.6757469177246,4124.9672889709445
mig,1.0,6103.915398120881,6105.298275947572
