mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32
mig,0.1,0.04220008850097656,0.04458427429199219
mig,0.2,0.043511390686035156,0.04589557647705078
mig,0.3,0.04363059997558594,0.043511390686035156
mig,0.4,0.04839897155761719,0.05269050598144531
mig,0.5,39.2758846282959,15.804767608642578
mig,0.6,65.61028957366943,48.23315143585205
mig,0.7,82.00693130493164,153.8870334625244
mig,0.8,241.39487743377686,369.8456287384033
mig,0.9,593.3769941329956,2286.078691482544
mig,1.0,2456.7729234695435,3845.2394008636475
