mode,load,0_resnet50-32,1_alexnet-2,2_vgg13-4
mps-uncap,0.6,61.660373210906975,14.390497207641618,17.331986427307157
mig,0.6,156.5079545974731,8.515572547912605,53.7362575531007
mps-uncap,0.7,78.73702049255371,25.554056167602507,18.92432212829588
mig,0.7,195.24800300598145,10.3532075881958,73.66068840026858
mps-uncap,0.8,96.244637966156,68.12608003616332,25.201230049133304
mig,0.8,217.87200689315796,14.596168994903572,114.77625846862793
mps-uncap,0.9,104.24318313598633,207.99780845642087,28.77535820007323
mig,0.9,524.237644672394,25.33521175384517,236.97017431259164
mps-uncap,1.0,223.56290102005008,6862.488503456116,36.54624938964846
mig,1.0,1101.0446739196775,209.5874547958374,902.5714468955995
mps-uncap,1.1,349.4795131683352,26433.02092075348,50.13023614883414
mig,1.1,7643.051445484161,5155.436444282532,7078.3805322647095
mps-uncap,1.2,503.55279445648193,39635.820832252495,95.78853845596313
mig,1.2,15258.408777713776,11300.864171981812,15331.856310367584
mps-uncap,1.3,1042.483472824097,51068.08479309082,129.62746620178223
mig,1.3,23406.907556056976,18079.690265655518,20148.104257583615
