mode,load,0_resnet50-32,1_alexnet-2,2_vgg13-4
mps-uncap,0.6,44.38252449035643,12.45634078979493,11.621527671813965
mig,0.6,127.59198904037474,6.9740247726440465,43.477106094360536
mps-uncap,0.7,59.59146022796632,23.52525234222412,12.992649078369084
mig,0.7,168.52299690246582,8.792638778686523,63.62784862518313
mps-uncap,0.8,78.19697380065915,66.24057292938231,18.979086875915563
mig,0.8,191.54624700546267,13.100605010986339,104.8759007453917
mps-uncap,0.9,84.52181816101074,206.48194313049305,22.096681594848633
mig,0.9,497.0831918716436,23.870844841003372,226.85489654541018
mps-uncap,1.0,202.8558707237244,6860.929179191589,29.737749099731484
mig,1.0,1074.2182731628418,208.10306072235107,892.7177262306213
mps-uncap,1.1,329.7002601623542,26430.556178092957,43.171820640563965
mig,1.1,7616.647720336914,5153.984773159027,7068.614978790284
mps-uncap,1.2,482.13779926300055,39632.61053800583,89.6588206291199
mig,1.2,15231.239120960236,11299.291224479675,15322.028362751007
mps-uncap,1.3,1022.0852756500252,51065.16531944275,121.86980247497559
mig,1.3,23378.96336555481,18078.220891952515,20138.27147722244
