mode,load,0_resnet50-32,1_alexnet-2,2_vgg13-4
mps-uncap,0.6,13.081073760986328,0.7183551788330078,2.6733875274658203
mig,0.6,25.57229995727539,1.3833045959472656,9.607791900634766
mps-uncap,0.7,13.076543807983398,0.7116794586181641,2.6650428771972656
mig,0.7,25.455951690673828,1.392364501953125,9.604454040527344
mps-uncap,0.8,13.536691665649414,0.7150173187255859,2.6645660400390625
mig,0.8,25.49266815185547,1.3971328735351562,9.598016738891602
mps-uncap,0.9,13.335227966308594,0.7162094116210938,2.682209014892578
mig,0.9,25.674104690551758,1.3926029205322266,9.595632553100586
mps-uncap,1.0,14.04261589050293,0.7104873657226562,3.1714439392089844
mig,1.0,25.64549446105957,1.4142990112304688,9.634256362915039
mps-uncap,1.1,14.80722427368164,0.713348388671875,3.067493438720703
mig,1.1,25.956153869628906,1.41143798828125,9.648799896240234
mps-uncap,1.2,14.935493469238281,0.7138252258300781,2.889871597290039
mig,1.2,25.885343551635742,1.413583755493164,9.641170501708984
mps-uncap,1.3,14.222860336303711,0.7197856903076172,3.1609535217285156
mig,1.3,26.042938232421875,1.4164447784423828,9.654760360717773
