mode,load,0_resnet50-32,1_alexnet-2,2_vgg13-4
mps-uncap,0.6,0.032901763916015625,0.2002716064453125,0.026702880859375
mig,0.6,11.434078216552734,0.44417381286621094,3.283262252807617
mps-uncap,0.7,0.03457069396972656,0.7441043853759766,0.01811981201171875
mig,0.7,22.214412689208984,0.8883476257324219,6.7996978759765625
mps-uncap,0.8,3.837704658508301,3.8481950759887695,0.018835067749023438
mig,0.8,31.16464614868164,1.4531612396240234,12.364506721496582
mps-uncap,0.9,9.97781753540039,25.681734085083008,0.027179718017578125
mig,0.9,78.69291305541992,3.249645233154297,32.1427583694458
mps-uncap,1.0,15.146374702453613,5119.768142700195,1.5435218811035156
mig,1.0,361.3018989562988,28.17678451538086,352.03611850738525
mps-uncap,1.1,31.76140785217285,12888.782262802124,4.132747650146484
mig,1.1,4046.6471910476685,2467.378258705139,2788.919448852539
mps-uncap,1.2,69.21267509460449,20425.0545501709,6.995081901550293
mig,1.2,7494.351506233215,5627.277374267578,7341.291427612305
mps-uncap,1.3,314.50891494750977,25075.369596481323,17.047882080078125
mig,1.3,11239.918112754822,8844.738245010376,10311.632990837097
