mode,load,0_mobilenet_v3_small-2,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,6.345639228820796,11.067061424255375,5.495214462280275
mps-uncap,0.9,6.133968830108642,10.976102352142327,4.730162620544434
mps-uncap,1.0,6.224765777587891,9.335198402404785,5.2513837814331055
mps-uncap,0.5,6.822335720062256,11.913275718688963,4.759821891784668
mps-uncap,0.6,6.645293235778808,12.09501266479492,4.70318078994751
mps-uncap,0.7,6.587395668029788,11.442124843597412,5.67960739135742
mps-uncap,0.1,10.128211975097654,13.150477409362791,5.599946975708007
mps-uncap,0.2,9.792470932006836,11.575112342834473,5.647118091583252
mps-uncap,0.3,9.253964424133295,11.108379364013672,5.570876598358154
mps-uncap,0.4,7.6765799522399885,12.028489112854007,5.766606330871583
