mode,load,0_mobilenet_v3_small-2,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,108.19585323333742,65.02647399902345,17.452478408813477
mps-uncap,0.9,3997.4382162094116,1802.397751808167,36.07764244079589
mps-uncap,1.0,10601.958131790163,3947.7547645568848,4382.411241531372
mps-uncap,0.5,8.935427665710451,14.971017837524414,3.4243583679199228
mps-uncap,0.6,13.622474670410156,20.836544036865234,4.298877716064454
mps-uncap,0.7,21.983480453491214,31.118392944335938,8.93077850341797
mps-uncap,0.1,5.712985992431641,2.3248910903930677,0.48933029174804865
mps-uncap,0.2,7.418203353881836,6.643772125244142,2.908539772033693
mps-uncap,0.3,6.6384077072143555,8.337664604187012,2.8972148895263676
mps-uncap,0.4,6.548523902893066,11.27314567565918,3.4204721450805664
