mode,load,0_mobilenet_v3_small-2,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,192.10518598556513,139.66424942016604,35.77408790588383
mps-uncap,0.9,4324.059197902679,2016.7403650283813,57.1558952331544
mps-uncap,1.0,11812.435398101807,4399.8837995529175,5017.1141266822815
mps-uncap,0.5,18.688709735870354,31.497192382812468,8.238956928253168
mps-uncap,0.6,31.15998268127434,44.515771865844705,10.089268684387209
mps-uncap,0.7,41.28592252731332,58.72410535812378,19.04298782348632
mps-uncap,0.1,13.182044029235822,10.803875923156697,3.8301062583923335
mps-uncap,0.2,16.12361907958986,15.104904174804688,6.9304084777831925
mps-uncap,0.3,15.126218795776358,19.671225547790524,7.186264991760273
mps-uncap,0.4,13.838422298431388,23.31876277923585,7.8216195106506365
