mode,load,0_mobilenet_v3_small-2,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,34.44945812225342,26.334762573242188,7.0667266845703125
mps-uncap,0.9,2260.531187057495,1540.7280921936035,12.930870056152344
mps-uncap,1.0,6301.803350448608,2042.78564453125,2438.8132095336914
mps-uncap,0.5,6.270408630371094,10.659933090209961,3.1076669692993164
mps-uncap,0.6,7.647514343261719,13.129472732543945,3.2695531845092773
mps-uncap,0.7,10.589361190795898,16.047239303588867,4.684925079345703
mps-uncap,0.1,9.285569190979004,11.002779006958008,3.9968490600585938
mps-uncap,0.2,8.39996337890625,10.51187515258789,3.96728515625
mps-uncap,0.3,6.972908973693848,9.410619735717773,3.5042762756347656
mps-uncap,0.4,5.786776542663574,10.227680206298828,3.394603729248047
