mode,load,0_mobilenet_v3_small-2,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,5.744481086730957,9.317684173583986,4.568576812744141
mps-uncap,0.9,5.731821060180664,9.604430198669434,4.510498046875
mps-uncap,1.0,5.878114700317384,9.145498275756836,4.691123962402344
mps-uncap,0.5,5.6168556213378915,10.16688346862793,3.8332223892211914
mps-uncap,0.6,5.593585968017578,10.615015029907227,3.860020637512207
mps-uncap,0.7,5.655050277709961,10.076165199279785,4.411220550537109
mps-uncap,0.1,9.503364562988281,11.552238464355469,4.206180572509766
mps-uncap,0.2,9.387016296386719,10.99696159362793,4.229545593261719
mps-uncap,0.3,7.529306411743164,9.972620010375977,4.10289764404297
mps-uncap,0.4,5.975294113159181,10.79111099243164,4.242539405822754
