mode,load,0_mobilenet_v3_small-2,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,244.76170539855957,202.1346092224121,60.71329116821289
mps-uncap,0.9,4373.832702636719,2075.035572052002,77.30627059936523
mps-uncap,1.0,11924.681901931763,4506.734132766724,5096.10390663147
mps-uncap,0.5,39.14952278137207,63.674211502075195,18.08953285217285
mps-uncap,0.6,60.36067008972168,79.4210433959961,27.43387222290039
mps-uncap,0.7,80.42287826538086,103.35159301757812,36.13424301147461
mps-uncap,0.1,32.3491096496582,33.325910568237305,12.187004089355469
mps-uncap,0.2,34.55162048339844,36.37433052062988,15.854597091674805
mps-uncap,0.3,33.85567665100098,38.407325744628906,16.620635986328125
mps-uncap,0.4,28.449296951293945,52.02603340148926,19.385099411010742
