mode,load,0_mobilenet_v3_small-2,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,3.9565563201904297,7.112979888916016,1.7004013061523438
mps-uncap,0.9,4.050731658935547,7.242679595947266,1.7278194427490234
mps-uncap,1.0,4.063606262207031,7.444620132446289,1.7693042755126953
mps-uncap,0.5,3.998994827270508,6.83140754699707,1.712799072265625
mps-uncap,0.6,4.047155380249023,6.840705871582031,1.7139911651611328
mps-uncap,0.7,3.8983821868896484,6.927490234375,1.6939640045166016
mps-uncap,0.1,4.1046142578125,7.017374038696289,1.7235279083251953
mps-uncap,0.2,3.998994827270508,6.994485855102539,1.8601417541503906
mps-uncap,0.3,3.9992332458496094,6.984472274780273,1.7497539520263672
mps-uncap,0.4,4.015207290649414,7.004261016845703,1.7077922821044922
