mode,load,0_mobilenet_v3_small-2,1_resnet50-16,2_squeezenet1_0-4
mps-uncap,0.8,4.01616096496582,7.213115692138672,1.7249584197998047
mps-uncap,0.9,4.188776016235352,7.892608642578125,1.7855167388916016
mps-uncap,1.0,4.347562789916992,7.824897766113281,1.8231868743896484
mps-uncap,0.5,4.035472869873047,6.984949111938477,1.7397403717041016
mps-uncap,0.6,4.09245491027832,6.923437118530273,1.7383098602294922
mps-uncap,0.7,3.9327144622802734,6.942510604858398,1.720428466796875
mps-uncap,0.1,4.282474517822266,7.051706314086914,1.7352104187011719
mps-uncap,0.2,4.013299942016602,7.015466690063477,1.8780231475830078
mps-uncap,0.3,4.021644592285156,7.000207901000977,1.7786026000976562
mps-uncap,0.4,4.048347473144531,7.027864456176758,1.734018325805664
