mode,load,0_efficientnet_b6-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16
mps-uncap,0.8,54.63099479675293,11.17551326751709,10.607600212097168
mps-uncap,0.9,58.351993560791016,12.012243270874023,11.483192443847656
mps-uncap,1.0,61.04540824890137,12.838006019592285,12.735366821289062
mps-uncap,0.5,43.67530345916748,6.528019905090332,6.96873664855957
mps-uncap,0.6,46.07391357421875,7.0343017578125,7.256746292114258
mps-uncap,0.7,48.72584342956543,9.382963180541992,7.385969161987305
mps-uncap,0.1,35.94207763671875,5.920886993408203,7.140636444091797
mps-uncap,0.2,37.50467300415039,5.926728248596191,7.131218910217285
mps-uncap,0.3,39.68167304992676,5.876064300537109,7.123827934265137
mps-uncap,0.4,41.37420654296875,6.047368049621582,7.099628448486328
