mode,load,0_efficientnet_b6-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16
mps-uncap,0.8,44.876694679260254,7.8362226486206055,2.7660131454467773
mps-uncap,0.9,114.09711837768555,21.086454391479492,12.917518615722656
mps-uncap,1.0,645.0062990188599,241.62566661834717,171.17619514465332
mps-uncap,0.5,0.06341934204101562,0.04863739013671875,0.04863739013671875
mps-uncap,0.6,1.7631053924560547,0.048160552978515625,0.04935264587402344
mps-uncap,0.7,5.554676055908203,0.0553131103515625,0.050067901611328125
mps-uncap,0.1,0.0591278076171875,0.058531761169433594,0.05841255187988281
mps-uncap,0.2,0.060558319091796875,0.05364418029785156,0.054836273193359375
mps-uncap,0.3,0.057697296142578125,0.050067901611328125,0.051975250244140625
mps-uncap,0.4,0.059604644775390625,0.04744529724121094,0.04839897155761719
