mode,load,0_efficientnet_b6-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16
mps-uncap,0.8,265.3482437133789,74.30922985076904,44.730901718139656
mps-uncap,0.9,743.988037109375,102.91233062744148,82.29889869689943
mps-uncap,1.0,1447.3273754119875,704.7292470932007,491.1210536956787
mps-uncap,0.5,93.12498569488525,19.79999542236329,18.86110305786133
mps-uncap,0.6,120.64576148986818,24.38211441040039,21.97127342224121
mps-uncap,0.7,122.88084030151367,31.363773345947262,26.233148574829112
mps-uncap,0.1,40.31338691711426,7.245063781738281,7.930898666381836
mps-uncap,0.2,52.14548110961914,11.773371696472168,10.73153018951416
mps-uncap,0.3,60.73009967803955,12.941503524780277,12.968230247497564
mps-uncap,0.4,78.85098457336426,17.24925041198731,14.990425109863281
