mode,load,0_efficientnet_b6-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16
mps-uncap,0.8,210.93344688415527,60.27483940124512,32.2075366973877
mps-uncap,0.9,685.5030059814453,89.48211669921878,69.17448043823242
mps-uncap,1.0,1385.1762294769287,691.2548780441284,478.0607223510742
mps-uncap,0.5,44.748663902282715,8.1737756729126,7.6772689819335955
mps-uncap,0.6,73.7281322479248,12.705802917480469,11.149787902832033
mps-uncap,0.7,70.30510902404785,19.756460189819332,15.27292728424073
mps-uncap,0.1,0.06947517395019531,0.07092952728271484,0.07390975952148438
mps-uncap,0.2,9.949159622192344,0.445938110351569,0.07703304290771484
mps-uncap,0.3,20.447134971618652,2.8726100921630877,3.4515619277954133
mps-uncap,0.4,38.87677192687988,5.320000648498542,5.251502990722658
