mode,load,0_efficientnet_b6-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16
mps-uncap,0.8,100.5316972732544,19.489407539367676,14.947772026062012
mps-uncap,0.9,172.06168174743652,33.41174125671387,25.170326232910156
mps-uncap,1.0,705.7640552520752,255.11634349822998,184.4097375869751
mps-uncap,0.5,48.59733581542969,7.661223411560059,7.786035537719727
mps-uncap,0.6,55.11355400085449,10.302066802978516,9.155035018920898
mps-uncap,0.7,58.62784385681152,11.821746826171875,10.427474975585938
mps-uncap,0.1,36.01264953613281,6.014347076416016,7.2727203369140625
mps-uncap,0.2,38.16783428192139,6.029009819030762,7.291197776794434
mps-uncap,0.3,40.549397468566895,6.078124046325684,7.346987724304199
mps-uncap,0.4,44.64292526245117,6.581664085388184,7.403135299682617
