mode,load,0_efficientnet_b6-32,1_mobilenet_v2-32,2_mobilenet_v3_large-16
mps-uncap,0.8,342.675814628601,172.93602228164693,83.06000471115111
mps-uncap,0.9,1022.9175090789795,162.4794268608093,120.91395378112779
mps-uncap,1.0,1711.5410828590398,791.4272904396057,696.2648034095764
mps-uncap,0.5,79.79888916015625,25.908858776092526,20.8043193817139
mps-uncap,0.6,148.7425136566162,33.94641876220704,30.131473541259684
mps-uncap,0.7,123.77329826354975,52.044034004211504,37.11510181427003
mps-uncap,0.1,19.173870086669844,5.6304931640625,5.660896301269529
mps-uncap,0.2,37.2071886062622,9.323267936706545,7.992875576019288
mps-uncap,0.3,41.17394685745247,12.613999843597417,13.389325141906722
mps-uncap,0.4,85.31923294067387,17.283022403717034,14.174766540527342
