mode,load,0_efficientnet_b7-32,1_efficientnet_b7-32,2_efficientnet_b7-32,3_efficientnet_b7-32
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125,0.000476837158203125
