mode,load,0_resnet18-2,1_resnet18-4,2_resnet50-8
mps-uncap,0.8,9.498133659362793,11.530783176422082,33.100614547729485
mps-uncap,0.9,19.05792474746705,31.460237503051804,47.95736312866206
mps-uncap,1.0,52.59086608886719,442.8903150558473,191.11382961273193
mps-uncap,0.5,8.496401309967037,8.028399944305427,15.511627197265614
mps-uncap,0.6,8.177032470703123,7.628953456878661,16.26676082611084
mps-uncap,0.7,6.840851306915279,8.738324642181373,22.96301841735839
mps-uncap,0.1,2.975587844848634,2.8035330772399885,6.791019439697266
mps-uncap,0.2,4.654335975646972,4.667139053344715,9.673318862915032
mps-uncap,0.3,6.111373901367193,6.000423431396489,12.029933929443354
mps-uncap,0.4,8.151085376739502,7.829513549804684,13.44641923904419
