mode,load,0_resnet18-2,1_resnet18-4,2_resnet50-8
mps-uncap,0.8,1.0938644409179688,1.1143684387207031,3.8132667541503906
mps-uncap,0.9,1.085519790649414,1.1124610900878906,3.8225650787353516
mps-uncap,1.0,1.0752677917480469,1.1174678802490234,3.8704872131347656
mps-uncap,0.5,1.0914802551269531,1.1134147644042969,3.8137435913085938
mps-uncap,0.6,1.1134147644042969,1.1088848114013672,3.806591033935547
mps-uncap,0.7,1.062154769897461,1.111745834350586,3.808736801147461
mps-uncap,0.1,1.100778579711914,1.1179447174072266,3.835439682006836
mps-uncap,0.2,1.1143684387207031,1.115560531616211,3.8099288940429688
mps-uncap,0.3,1.0995864868164062,1.1200904846191406,3.8080215454101562
mps-uncap,0.4,1.0962486267089844,1.1191368103027344,3.8089752197265625
