mode,load,0_resnet18-2,1_resnet18-4,2_resnet50-8
mps-uncap,0.8,2.444744110107422,2.5757551193237305,8.752584457397461
mps-uncap,0.9,3.643155097961426,4.619359970092773,11.468768119812012
mps-uncap,1.0,11.964797973632812,84.71131324768066,35.08198261260986
mps-uncap,0.5,2.9321908950805664,2.9746294021606445,6.590008735656738
mps-uncap,0.6,2.695322036743164,2.7637481689453125,6.305932998657227
mps-uncap,0.7,2.344489097595215,2.4617910385131836,6.504297256469727
mps-uncap,0.1,2.9027462005615234,2.8951168060302734,6.625175476074219
mps-uncap,0.2,2.98309326171875,2.957582473754883,6.64210319519043
mps-uncap,0.3,3.0324459075927734,3.0596256256103516,6.850004196166992
mps-uncap,0.4,3.1821727752685547,3.241300582885742,7.13658332824707
