mode,load,0_resnet18-2,1_resnet18-4,2_resnet50-8
mps-uncap,0.8,6.148815155029299,6.733965873718264,21.475505828857422
mps-uncap,0.9,10.0663423538208,14.722585678100586,30.554628372192383
mps-uncap,1.0,35.63351631164552,281.06060028076166,128.2041072845459
mps-uncap,0.5,6.383728981018068,6.32779598236084,13.009142875671385
mps-uncap,0.6,5.667686462402344,5.887913703918458,12.529158592224121
mps-uncap,0.7,5.242228507995608,5.787110328674317,15.452671051025392
mps-uncap,0.1,3.4269809722900395,3.3687353134155273,7.798290252685546
mps-uncap,0.2,4.628133773803711,4.669427871704102,10.305213928222658
mps-uncap,0.3,5.503416061401367,5.59239387512207,11.915779113769531
mps-uncap,0.4,6.526756286621095,6.6448211669921875,12.810564041137697
