mode,load,0_densenet121-32,1_efficientnet_b7-2,2_mobilenet_v2-32,3_mobilenet_v3_small-2
mps-uncap,1.0,0.000476837158203125,0.006198883056640625,0.000476837158203125,0.00286102294921875
