mode,load,0_densenet161-2,1_resnet152-2,2_resnet18-4
mps-uncap,0.8,8317.426204681396,6451.17974281311,1618.3383464813232
mps-uncap,0.9,14936.280965805054,13068.965673446655,7136.800289154053
mps-uncap,1.0,20453.754663467407,18231.804847717285,13579.257011413574
mps-uncap,0.5,178.39550971984863,183.73346328735352,16.495943069458008
mps-uncap,0.6,332.29684829711914,243.42942237854004,31.429052352905273
mps-uncap,0.7,3100.3825664520264,842.4007892608643,52.138328552246094
mps-uncap,0.1,41.73684120178223,43.2438850402832,12.667179107666016
mps-uncap,0.2,48.71630668640137,33.27751159667969,16.536951065063477
mps-uncap,0.3,61.53512001037598,56.53023719787598,12.568473815917969
mps-uncap,0.4,108.99066925048828,89.47443962097168,13.935089111328125
