mode,load,0_densenet161-2,1_resnet152-2,2_resnet18-4
mps-uncap,0.8,119.0089968535379,144.80840699171304,1878.7911243140823
mps-uncap,0.9,117.53685832827817,144.68834892378325,1893.088623061134
mps-uncap,1.0,117.91153675451082,144.71480220278332,1874.9836993456304
mps-uncap,0.5,86.40994189952114,100.04214732271485,1181.8611593836783
mps-uncap,0.6,101.35372878080979,125.81604704550566,1462.4729794307802
mps-uncap,0.7,117.384130253316,141.86205362084587,1696.839292562313
mps-uncap,0.1,17.61928564387845,20.31399774511939,243.90902189283483
mps-uncap,0.2,34.737717674000066,40.977872241031186,477.4757182618805
mps-uncap,0.3,53.03122449973222,59.87417203287152,715.3177511430255
mps-uncap,0.4,69.12360304207702,78.43755975634447,964.6854485950605
