mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_vgg11-32
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.0059604644775390625,0.0007152557373046875
