mode,load,0_efficientnet_b5-8,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_vgg11-32
mps-uncap,1.0,80.14654111347855,1102.1280959801256,992.0440979862412,2202.1689124265363
