mode,load,0_efficientnet_b6-4,1_efficientnet_b7-8,2_mobilenet_v2-32,3_vgg13-32
mps-uncap,1.0,0.0007152557373046875,0.000476837158203125,0.000476837158203125,0.0007152557373046875
