mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_resnet101-32,3_squeezenet1_1-4
mps-uncap,1.0,2606.9076110291253,1528.9403090411668,962.1602815730128,648.4266806914014
