mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_resnet101-32,3_squeezenet1_1-4
mps-uncap,1.0,0.0016689300537109375,0.010013580322265625,0.000476837158203125,0.0007152557373046875
