mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_resnet152-2
mps-uncap,0.8,6.40869140625,7.750749588012695,18.870830535888672
mps-uncap,0.9,6.209611892700195,8.757352828979492,18.9058780670166
mps-uncap,1.0,6.033420562744141,7.802248001098633,19.074678421020508
mps-uncap,0.5,7.454156875610352,7.251977920532227,21.2857723236084
mps-uncap,0.6,7.004976272583008,7.182836532592773,18.89491081237793
mps-uncap,0.7,6.651401519775391,6.878376007080078,18.46003532409668
mps-uncap,0.1,7.611989974975586,6.980180740356445,22.066354751586914
mps-uncap,0.2,7.550477981567383,7.445812225341797,22.30548858642578
mps-uncap,0.3,8.498907089233398,9.560346603393555,21.53325080871582
mps-uncap,0.4,7.756710052490234,10.58650016784668,22.725820541381836
