mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_resnet152-2
mps-uncap,0.8,5.582571029663086,11.826038360595703,18.033862113952637
mps-uncap,0.9,10.311365127563477,20.276427268981934,33.64825248718262
mps-uncap,1.0,14.776229858398438,338.18256855010986,423.490047454834
mps-uncap,0.5,5.443215370178223,6.310105323791504,14.307260513305664
mps-uncap,0.6,5.01096248626709,7.694721221923828,14.627337455749512
mps-uncap,0.7,4.847884178161621,9.59467887878418,15.816688537597656
mps-uncap,0.1,5.8983564376831055,6.051421165466309,17.796754837036133
mps-uncap,0.2,5.831599235534668,6.076812744140625,18.039226531982422
mps-uncap,0.3,6.322622299194336,6.496906280517578,15.711545944213867
mps-uncap,0.4,6.001472473144531,6.463289260864258,14.261841773986816
