mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_resnet152-2
mps-uncap,0.8,1.9506216049194336,5.6781768798828125,5.894660949707031
mps-uncap,0.9,6.502866744995117,14.053940773010254,19.301414489746094
mps-uncap,1.0,10.942220687866211,331.54308795928955,407.2399139404297
mps-uncap,0.5,0.04971027374267578,0.048160552978515625,0.04673004150390625
mps-uncap,0.6,0.4048347473144531,1.6831159591674805,0.043392181396484375
mps-uncap,0.7,0.9112358093261719,3.5707950592041016,0.06306171417236328
mps-uncap,0.1,0.05030632019042969,0.05435943603515625,0.060558319091796875
mps-uncap,0.2,0.04935264587402344,0.04982948303222656,0.059604644775390625
mps-uncap,0.3,0.04982948303222656,0.04935264587402344,0.05841255187988281
mps-uncap,0.4,0.04863739013671875,0.04863739013671875,0.04887580871582031
