mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_resnet152-2
mps-uncap,0.8,47.67036437988281,73.04525375366211,141.59798622131348
mps-uncap,0.9,91.5672779083252,145.66755294799805,191.74814224243164
mps-uncap,1.0,98.85191917419434,1310.3070259094238,899.8339176177979
mps-uncap,0.5,32.317161560058594,39.66975212097168,63.05694580078125
mps-uncap,0.6,30.345916748046875,48.72393608093262,54.0308952331543
mps-uncap,0.7,32.12594985961914,63.10319900512695,96.87924385070801
mps-uncap,0.1,21.161556243896484,15.383481979370117,47.872066497802734
mps-uncap,0.2,24.189472198486328,20.038127899169922,41.78571701049805
mps-uncap,0.3,27.103185653686523,26.28326416015625,50.69303512573242
mps-uncap,0.4,34.337759017944336,41.98336601257324,55.252790451049805
