mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_resnet152-2
mps-uncap,0.8,5.246996879577637,6.413030624389648,16.84701442718506
mps-uncap,0.9,5.420923233032227,6.4640045166015625,17.470335960388184
mps-uncap,1.0,5.301189422607423,6.697416305541992,18.097972869873047
mps-uncap,0.5,5.576372146606445,6.258606910705566,16.061067581176758
mps-uncap,0.6,5.234956741333008,6.476044654846191,16.384816169738773
mps-uncap,0.7,5.036664009094239,6.532907485961914,16.69778823852539
mps-uncap,0.1,6.4144134521484375,6.450152397155761,19.542789459228516
mps-uncap,0.2,6.279897689819337,6.358551979064941,19.402503967285156
mps-uncap,0.3,6.458544731140137,6.631612777709961,19.120597839355465
mps-uncap,0.4,6.2709808349609375,6.485986709594727,17.463088035583496
