mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_resnet152-2
mps-uncap,0.8,45.401811599731445,66.53881072998047,130.71322441101074
mps-uncap,0.9,86.11464500427246,139.3871307373047,173.86722564697266
mps-uncap,1.0,96.34971618652344,1303.7385940551758,883.5680484771729
mps-uncap,0.5,27.931690216064453,34.088850021362305,47.34921455383301
mps-uncap,0.6,25.501012802124023,42.848825454711914,39.177894592285156
mps-uncap,0.7,28.226137161254883,57.374000549316406,86.3792896270752
mps-uncap,0.1,15.75016975402832,9.837150573730469,33.655643463134766
mps-uncap,0.2,19.048452377319336,14.008760452270508,27.837753295898438
mps-uncap,0.3,22.212505340576172,20.26057243347168,38.742780685424805
mps-uncap,0.4,30.359506607055664,35.50219535827637,47.65176773071289
