mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_resnet152-2
mps-uncap,0.8,10.694384574890137,23.90313148498536,32.00376033782959
mps-uncap,0.9,32.961416244506836,54.58192825317382,75.0762939453125
mps-uncap,1.0,33.90660285949707,1046.9480752944946,711.6142749786377
mps-uncap,0.5,6.729435920715332,7.807135581970215,12.336015701293945
mps-uncap,0.6,6.661677360534668,11.332154273986816,13.084077835083017
mps-uncap,0.7,6.960105895996095,16.581201553344727,18.672776222229018
mps-uncap,0.1,1.6802549362182617,0.06985664367675781,2.5588035583496254
mps-uncap,0.2,4.380059242248535,3.502464294433595,8.676481246948242
mps-uncap,0.3,5.829000473022457,5.145835876464844,11.684560775756832
mps-uncap,0.4,6.711339950561526,5.982446670532227,11.550426483154297
