mode,load,0_vgg19-8,1_vgg19-8
mig,0.1,0.018358230590820312,0.013589859008789062
mig,0.2,0.012874603271484375,0.011920928955078125
mig,0.3,0.010967254638671875,0.009775161743164062
mig,0.4,0.010967254638671875,0.011205673217773438
mig,0.5,0.010728836059570312,0.010728836059570312
mig,0.6,0.00858306884765625,0.010013580322265625
mig,0.7,0.009775161743164062,0.01049041748046875
mig,0.8,0.010013580322265625,0.011205673217773438
mig,0.9,0.010013580322265625,0.01430511474609375
mig,1.0,0.011682510375976562,0.01239776611328125
