mode,load,0_efficientnet_b7-8,1_mobilenet_v2-32,2_mobilenet_v2-32,3_vgg11-32
mps-uncap,1.0,0.012159347534179688,0.0007152557373046875,0.0007152557373046875,0.0040531158447265625
