mode,load,0_inception_v3-8,1_resnet101-8,2_vgg13-16
mps-uncap,0.8,40.21143913269043,44.54445838928223,10.465621948242188
mps-uncap,0.9,39.72816467285156,42.87910461425781,12.73488998413086
mps-uncap,1.0,42.99736022949219,48.71058464050293,13.332128524780273
mps-uncap,0.5,36.52667999267578,37.21427917480469,10.154247283935547
mps-uncap,0.6,38.76662254333496,42.93417930603027,10.416984558105469
mps-uncap,0.7,38.118600845336914,40.47989845275879,10.633230209350586
mps-uncap,0.1,18.413066864013672,19.14238929748535,9.809255599975586
mps-uncap,0.2,27.208328247070312,30.63797950744629,9.86027717590332
mps-uncap,0.3,31.421661376953125,36.88764572143555,9.874582290649414
mps-uncap,0.4,36.3919734954834,39.026498794555664,9.965181350708008
