mode,load,0_inception_v3-8,1_resnet101-8,2_vgg13-16
mps-uncap,0.8,202.24571228027344,284.21831130981445,109.12609100341797
mps-uncap,0.9,347.17822074890137,366.7280673980713,191.8163299560547
mps-uncap,1.0,3556.8466186523438,1595.3819751739502,1595.6411361694336
mps-uncap,0.5,59.80205535888672,57.80291557312012,41.296958923339844
mps-uncap,0.6,98.0978012084961,118.26920509338379,69.00453567504883
mps-uncap,0.7,168.42269897460938,103.31583023071289,84.26880836486816
mps-uncap,0.1,23.96559715270996,23.33974838256836,22.774934768676758
mps-uncap,0.2,38.96641731262207,38.62261772155762,21.643877029418945
mps-uncap,0.3,37.264347076416016,57.87777900695801,33.14661979675293
mps-uncap,0.4,43.25461387634277,48.68340492248535,33.48851203918457
