mode,load,0_inception_v3-8,1_resnet101-8,2_vgg13-16
mps-uncap,0.8,35.892486572265625,39.95139598846436,9.526729583740234
mps-uncap,0.9,36.93592548370361,38.26298713684082,9.778308868408203
mps-uncap,1.0,38.73286247253418,43.65372657775879,9.962320327758789
mps-uncap,0.5,21.82760238647461,24.368524551391605,8.793282508850098
mps-uncap,0.6,26.92584991455078,32.738375663757324,9.0043306350708
mps-uncap,0.7,31.19206428527833,34.87143516540527,9.262561798095703
mps-uncap,0.1,14.176607131958008,14.892482757568363,7.864737510681152
mps-uncap,0.2,15.81425666809082,16.93246364593506,8.303308486938477
mps-uncap,0.3,17.03040599822998,18.371915817260746,8.421134948730469
mps-uncap,0.4,19.091129302978516,21.62728309631348,8.66405963897705
