mode,load,0_inception_v3-8,1_resnet101-8,2_vgg13-16
mps-uncap,0.8,4.90260124206543,6.351947784423828,7.797479629516602
mps-uncap,0.9,4.918336868286133,6.388425827026367,7.802248001098633
mps-uncap,1.0,5.023002624511719,6.484508514404297,7.768154144287109
mps-uncap,0.5,4.966497421264648,6.317138671875,7.758378982543945
mps-uncap,0.6,4.95147705078125,6.327390670776367,7.7724456787109375
mps-uncap,0.7,4.848957061767578,6.307363510131836,7.761716842651367
mps-uncap,0.1,5.324125289916992,6.329059600830078,7.744312286376953
mps-uncap,0.2,4.965543746948242,6.313085556030273,7.7667236328125
mps-uncap,0.3,5.029201507568359,6.305694580078125,7.74073600769043
mps-uncap,0.4,4.994392395019531,6.322383880615234,7.768154144287109
