mode,load,0_inception_v3-8,1_resnet101-8,2_vgg13-16
mps-uncap,0.8,190.87780507128252,155.55320565169498,1328.923215225606
mps-uncap,0.9,196.02010637340695,170.70942894678328,1467.3154691104291
mps-uncap,1.0,220.96544259685373,192.56568135343167,1658.1785500362341
mps-uncap,0.5,120.94150802364715,99.61297279281445,812.5496541538837
mps-uncap,0.6,131.7118121217124,114.95612887417381,1002.1074537510302
mps-uncap,0.7,156.20682734733828,134.70965154525666,1131.3922132950065
mps-uncap,0.1,23.766875384468186,18.192816709701074,166.76961850203924
mps-uncap,0.2,46.95753531105328,37.40877930913638,320.23039626289403
mps-uncap,0.3,74.60451759346313,55.12226454073374,474.7006836709453
mps-uncap,0.4,95.7294091205912,82.61860878423575,672.1884768276049
