mode,load,0_inception_v3-8,1_resnet101-8,2_vgg13-16
mps-uncap,0.8,120.8361625671385,132.23216533660903,67.46402978897096
mps-uncap,0.9,199.91623163223298,282.00042724609364,120.55343389511128
mps-uncap,1.0,3368.148832321167,1448.223638534546,1539.2066478729248
mps-uncap,0.5,26.43490791320801,24.82674598693852,19.74930763244629
mps-uncap,0.6,36.3028216362,48.47703456878657,29.634008407592763
mps-uncap,0.7,64.0467619895935,50.836186408996575,41.374521255492986
mps-uncap,0.1,9.33817386627197,2.3472714424133225,6.404266357421879
mps-uncap,0.2,10.77283382415772,8.013126850128172,9.062063694000246
mps-uncap,0.3,12.113747596740698,17.24320173263546,11.633327007293705
mps-uncap,0.4,18.068003654479952,22.87392616271972,17.28268146514888
